# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,   HH,    T, T10N,   TD
  260,20220102,   24,  105,   98,   75
  260,20220103,    1,  102,     ,   72
  260,20220103,    2,   97,     ,   70
  260,20220103,    3,   96,     ,   72
  260,20220103,    4,   98,     ,   75
  260,20220103,    5,  100,     ,   77
  260,20220103,    6,  101,   86,   79
  260,20220103,    7,  100,     ,   76
  260,20220103,    8,   99,     ,   75
  260,20220103,    9,  100,     ,   77
  260,20220103,   10,  100,     ,   75
  260,20220103,   11,  107,     ,   79
  260,20220103,   12,  102,   92,   76
  260,20220103,   13,  105,     ,   74
  260,20220103,   14,  101,     ,   72
  260,20220103,   15,   99,     ,   68
  260,20220103,   16,   96,     ,   67
  260,20220103,   17,   93,     ,   67
  260,20220103,   18,   90,   82,   69
  260,20220103,   19,   89,     ,   70
  260,20220103,   20,   89,     ,   73
  260,20220103,   21,   89,     ,   74
  260,20220103,   22,   90,     ,   75
  260,20220103,   23,   89,     ,   74
  260,20220103,   24,   89,   81,   75
  260,20220104,    1,   87,     ,   73
  260,20220104,    2,   86,     ,   71
  260,20220104,    3,   83,     ,   70
  260,20220104,    4,   84,     ,   70
  260,20220104,    5,   81,     ,   68
  260,20220104,    6,   81,   75,   69
  260,20220104,    7,   80,     ,   69
  260,20220104,    8,   81,     ,   69
  260,20220104,    9,   82,     ,   69
  260,20220104,   10,   80,     ,   72
  260,20220104,   11,   85,     ,   71
  260,20220104,   12,   80,   77,   55
  260,20220104,   13,   69,     ,   46
  260,20220104,   14,   60,     ,   29
  260,20220104,   15,   60,     ,   26
  260,20220104,   16,   57,     ,   32
  260,20220104,   17,   59,     ,   10
  260,20220104,   18,   55,   47,   14
  260,20220104,   19,   35,     ,   11
  260,20220104,   20,   38,     ,   16
  260,20220104,   21,   41,     ,   13
  260,20220104,   22,   41,     ,    5
  260,20220104,   23,   33,     ,    2
  260,20220104,   24,   32,   11,   -2
  260,20220105,    1,   34,     ,   -2
  260,20220105,    2,   36,     ,  -10
  260,20220105,    3,   33,     ,  -11
  260,20220105,    4,   34,     ,   -4
  260,20220105,    5,   41,     ,    0
  260,20220105,    6,   44,   12,    6
  260,20220105,    7,   45,     ,   15
  260,20220105,    8,   47,     ,   25
  260,20220105,    9,   48,     ,   32
  260,20220105,   10,   55,     ,   39
  260,20220105,   11,   60,     ,   42
  260,20220105,   12,   65,   39,   42
  260,20220105,   13,   69,     ,   45
  260,20220105,   14,   71,     ,   47
  260,20220105,   15,   69,     ,   45
  260,20220105,   16,   69,     ,   43
  260,20220105,   17,   68,     ,   39
  260,20220105,   18,   59,   45,   27
  260,20220105,   19,   56,     ,   31
  260,20220105,   20,   47,     ,   27
  260,20220105,   21,   50,     ,   11
  260,20220105,   22,   45,     ,   11
  260,20220105,   23,   35,     ,   12
  260,20220105,   24,   40,   -3,    8
  260,20220106,    1,   36,     ,    3
  260,20220106,    2,   32,     ,    4
  260,20220106,    3,   30,     ,    6
  260,20220106,    4,   15,     ,    2
  260,20220106,    5,   17,     ,    3
  260,20220106,    6,    5,  -26,   -3
  260,20220106,    7,   -8,     ,  -12
  260,20220106,    8,   29,     ,    8
  260,20220106,    9,   29,     ,   12
  260,20220106,   10,   47,     ,   15
  260,20220106,   11,   58,     ,   18
  260,20220106,   12,   61,  -41,   23
  260,20220106,   13,   62,     ,   24
  260,20220106,   14,   61,     ,   20
  260,20220106,   15,   55,     ,   21
  260,20220106,   16,   44,     ,   15
  260,20220106,   17,   41,     ,   13
  260,20220106,   18,   38,   24,   11
  260,20220106,   19,   39,     ,    9
  260,20220106,   20,   39,     ,    7
  260,20220106,   21,   40,     ,    9
  260,20220106,   22,   39,     ,    7
  260,20220106,   23,   40,     ,    3
  260,20220106,   24,   37,   30,    3
  260,20220107,    1,   30,     ,   12
  260,20220107,    2,   29,     ,   17
  260,20220107,    3,   30,     ,   17
  260,20220107,    4,   28,     ,   19
  260,20220107,    5,   33,     ,   25
  260,20220107,    6,   43,   25,   34
  260,20220107,    7,   47,     ,   37
  260,20220107,    8,   49,     ,   37
  260,20220107,    9,   48,     ,   32
  260,20220107,   10,   55,     ,   34
  260,20220107,   11,   57,     ,   31
  260,20220107,   12,   66,   37,   31
  260,20220107,   13,   53,     ,   16
  260,20220107,   14,   44,     ,    6
  260,20220107,   15,   36,     ,    6
  260,20220107,   16,   36,     ,   11
  260,20220107,   17,   37,     ,    8
  260,20220107,   18,   34,   22,    6
  260,20220107,   19,   32,     ,    9
  260,20220107,   20,   26,     ,    4
  260,20220107,   21,   30,     ,   -2
  260,20220107,   22,   18,     ,    3
  260,20220107,   23,   14,     ,    3
  260,20220107,   24,    8,  -25,    1
  260,20220108,    1,    4,     ,   -6
  260,20220108,    2,  -15,     ,  -19
  260,20220108,    3,  -18,     ,  -24
  260,20220108,    4,  -18,     ,  -24
  260,20220108,    5,    5,     ,   -6
  260,20220108,    6,    3,  -58,   -9
  260,20220108,    7,   11,     ,   -2
  260,20220108,    8,   14,     ,    3
  260,20220108,    9,   20,     ,    6
  260,20220108,   10,   23,     ,   11
  260,20220108,   11,   29,     ,   13
  260,20220108,   12,   33,  -33,   15
  260,20220108,   13,   36,     ,   18
  260,20220108,   14,   35,     ,   22
  260,20220108,   15,   38,     ,   29
  260,20220108,   16,   42,     ,   34
  260,20220108,   17,   47,     ,   40
  260,20220108,   18,   54,   32,   45
  260,20220108,   19,   58,     ,   49
  260,20220108,   20,   58,     ,   52
  260,20220108,   21,   59,     ,   55
  260,20220108,   22,   59,     ,   55
  260,20220108,   23,   58,     ,   55
  260,20220108,   24,   62,   51,   56
  260,20220109,    1,   69,     ,   53
  260,20220109,    2,   69,     ,   42
  260,20220109,    3,   68,     ,   39
  260,20220109,    4,   63,     ,   32
  260,20220109,    5,   60,     ,   30
  260,20220109,    6,   55,   46,   28
  260,20220109,    7,   53,     ,   20
  260,20220109,    8,   50,     ,   16
  260,20220109,    9,   54,     ,   24
  260,20220109,   10,   65,     ,   27
  260,20220109,   11,   60,     ,   17
  260,20220109,   12,   71,   34,   29
  260,20220109,   13,   75,     ,   24
  260,20220109,   14,   67,     ,   21
  260,20220109,   15,   64,     ,   26
  260,20220109,   16,   54,     ,   24
  260,20220109,   17,   40,     ,   23
  260,20220109,   18,   34,    3,   18
  260,20220109,   19,   29,     ,   16
  260,20220109,   20,   27,     ,   16
  260,20220109,   21,    6,     ,    3
  260,20220109,   22,   -4,     ,   -7
  260,20220109,   23,  -10,     ,  -13
  260,20220109,   24,  -14,  -48,  -17
  260,20220110,    1,  -16,     ,  -19
  260,20220110,    2,  -13,     ,  -16
  260,20220110,    3,  -21,     ,  -24
  260,20220110,    4,   -9,     ,  -12
  260,20220110,    5,    4,     ,    1
  260,20220110,    6,    8,  -53,    6
  260,20220110,    7,   12,     ,    7
  260,20220110,    8,   17,     ,   12
  260,20220110,    9,   20,     ,   14
  260,20220110,   10,   25,     ,   17
  260,20220110,   11,   35,     ,   24
  260,20220110,   12,   49,    2,   31
  260,20220110,   13,   60,     ,   32
  260,20220110,   14,   68,     ,   31
  260,20220110,   15,   57,     ,   32
  260,20220110,   16,   44,     ,   20
  260,20220110,   17,   30,     ,   14
  260,20220110,   18,   23,   -7,   14
  260,20220110,   19,    4,     ,    1
  260,20220110,   20,   -3,     ,   -4
  260,20220110,   21,    1,     ,   -1
  260,20220110,   22,    1,     ,    1
  260,20220110,   23,   -1,     ,   -1
  260,20220110,   24,    3,   -5,    0
  260,20220111,    1,    3,     ,    0
  260,20220111,    2,    4,     ,    1
  260,20220111,    3,    2,     ,   -1
  260,20220111,    4,    4,     ,    1
  260,20220111,    5,    6,     ,    2
  260,20220111,    6,    5,    2,   -1
  260,20220111,    7,    3,     ,   -3
  260,20220111,    8,    3,     ,   -4
  260,20220111,    9,    5,     ,   -4
  260,20220111,   10,    8,     ,   -4
  260,20220111,   11,   22,     ,    0
  260,20220111,   12,   36,   -1,    3
  260,20220111,   13,   48,     ,    6
  260,20220111,   14,   47,     ,    9
  260,20220111,   15,   50,     ,   16
  260,20220111,   16,   42,     ,   12
  260,20220111,   17,   44,     ,    7
  260,20220111,   18,   35,   16,    3
  260,20220111,   19,   29,     ,    4
  260,20220111,   20,   35,     ,    4
  260,20220111,   21,   36,     ,   13
  260,20220111,   22,   30,     ,   23
  260,20220111,   23,   30,     ,   25
  260,20220111,   24,   31,   10,   28
  260,20220112,    1,   33,     ,   31
  260,20220112,    2,   34,     ,   32
  260,20220112,    3,   36,     ,   33
  260,20220112,    4,   36,     ,   33
  260,20220112,    5,   37,     ,   36
  260,20220112,    6,   34,   26,   34
  260,20220112,    7,   36,     ,   36
  260,20220112,    8,   39,     ,   39
  260,20220112,    9,   37,     ,   34
  260,20220112,   10,   40,     ,   37
  260,20220112,   11,   45,     ,   35
  260,20220112,   12,   48,   31,   37
  260,20220112,   13,   49,     ,   38
  260,20220112,   14,   47,     ,   36
  260,20220112,   15,   45,     ,   37
  260,20220112,   16,   43,     ,   40
  260,20220112,   17,   42,     ,   41
  260,20220112,   18,   47,   41,   44
  260,20220112,   19,   46,     ,   43
  260,20220112,   20,   44,     ,   43
  260,20220112,   21,   40,     ,   40
  260,20220112,   22,   38,     ,   38
  260,20220112,   23,   38,     ,   38
  260,20220112,   24,   35,   35,   35
  260,20220113,    1,   34,     ,   33
  260,20220113,    2,   35,     ,   35
  260,20220113,    3,   36,     ,   35
  260,20220113,    4,   37,     ,   37
  260,20220113,    5,   39,     ,   39
  260,20220113,    6,   40,   34,   40
  260,20220113,    7,   39,     ,   39
  260,20220113,    8,   40,     ,   39
  260,20220113,    9,   40,     ,   40
  260,20220113,   10,   45,     ,   45
  260,20220113,   11,   46,     ,   45
  260,20220113,   12,   49,   39,   48
  260,20220113,   13,   47,     ,   47
  260,20220113,   14,   48,     ,   45
  260,20220113,   15,   48,     ,   45
  260,20220113,   16,   49,     ,   48
  260,20220113,   17,   52,     ,   49
  260,20220113,   18,   52,   48,   49
  260,20220113,   19,   51,     ,   48
  260,20220113,   20,   46,     ,   43
  260,20220113,   21,   45,     ,   42
  260,20220113,   22,   44,     ,   44
  260,20220113,   23,   39,     ,   39
  260,20220113,   24,   39,   38,   39
  260,20220114,    1,   38,     ,   38
  260,20220114,    2,   36,     ,   35
  260,20220114,    3,   35,     ,   35
  260,20220114,    4,   33,     ,   33
  260,20220114,    5,   33,     ,   32
  260,20220114,    6,   33,   33,   33
  260,20220114,    7,   32,     ,   29
  260,20220114,    8,   35,     ,   32
  260,20220114,    9,   38,     ,   35
  260,20220114,   10,   43,     ,   37
  260,20220114,   11,   49,     ,   44
  260,20220114,   12,   54,   32,   47
  260,20220114,   13,   57,     ,   51
  260,20220114,   14,   60,     ,   51
  260,20220114,   15,   59,     ,   53
  260,20220114,   16,   59,     ,   51
  260,20220114,   17,   58,     ,   47
  260,20220114,   18,   57,   54,   47
  260,20220114,   19,   55,     ,   47
  260,20220114,   20,   53,     ,   45
  260,20220114,   21,   50,     ,   47
  260,20220114,   22,   47,     ,   45
  260,20220114,   23,   45,     ,   43
  260,20220114,   24,   43,   44,   42
  260,20220115,    1,   40,     ,   40
  260,20220115,    2,   37,     ,   37
  260,20220115,    3,   37,     ,   37
  260,20220115,    4,   33,     ,   30
  260,20220115,    5,   28,     ,   28
  260,20220115,    6,   26,   27,   25
  260,20220115,    7,   25,     ,   25
  260,20220115,    8,   28,     ,   28
  260,20220115,    9,   30,     ,   30
  260,20220115,   10,   32,     ,   32
  260,20220115,   11,   34,     ,   34
  260,20220115,   12,   31,   25,   31
  260,20220115,   13,   24,     ,   24
  260,20220115,   14,   17,     ,   14
  260,20220115,   15,   19,     ,   15
  260,20220115,   16,   18,     ,   13
  260,20220115,   17,   16,     ,   11
  260,20220115,   18,   17,   15,   13
  260,20220115,   19,   12,     ,   10
  260,20220115,   20,    9,     ,    6
  260,20220115,   21,   10,     ,    8
  260,20220115,   22,   10,     ,   10
  260,20220115,   23,   13,     ,   13
  260,20220115,   24,   15,    9,   15
  260,20220116,    1,   15,     ,   15
  260,20220116,    2,   18,     ,   17
  260,20220116,    3,   23,     ,   23
  260,20220116,    4,   26,     ,   26
  260,20220116,    5,   30,     ,   27
  260,20220116,    6,   32,   16,   29
  260,20220116,    7,   33,     ,   29
  260,20220116,    8,   50,     ,   26
  260,20220116,    9,   60,     ,   31
  260,20220116,   10,   56,     ,   41
  260,20220116,   11,   53,     ,   43
  260,20220116,   12,   55,   28,   45
  260,20220116,   13,   64,     ,   51
  260,20220116,   14,   67,     ,   45
  260,20220116,   15,   67,     ,   57
  260,20220116,   16,   65,     ,   59
  260,20220116,   17,   70,     ,   53
  260,20220116,   18,   68,   54,   52
  260,20220116,   19,   69,     ,   50
  260,20220116,   20,   67,     ,   59
  260,20220116,   21,   71,     ,   62
  260,20220116,   22,   72,     ,   56
  260,20220116,   23,   71,     ,   43
  260,20220116,   24,   72,   61,   27
  260,20220117,    1,   71,     ,   19
  260,20220117,    2,   66,     ,   21
  260,20220117,    3,   57,     ,   22
  260,20220117,    4,   51,     ,   28
  260,20220117,    5,   50,     ,   35
  260,20220117,    6,   51,   36,   39
  260,20220117,    7,   50,     ,   42
  260,20220117,    8,   59,     ,   44
  260,20220117,    9,   65,     ,   46
  260,20220117,   10,   73,     ,   53
  260,20220117,   11,   80,     ,   56
  260,20220117,   12,   87,   39,   56
  260,20220117,   13,   89,     ,   57
  260,20220117,   14,   90,     ,   58
  260,20220117,   15,   86,     ,   57
  260,20220117,   16,   87,     ,   58
  260,20220117,   17,   83,     ,   60
  260,20220117,   18,   78,   68,   59
  260,20220117,   19,   70,     ,   56
  260,20220117,   20,   46,     ,   45
  260,20220117,   21,   34,     ,   31
  260,20220117,   22,   43,     ,   40
  260,20220117,   23,   43,     ,   40
  260,20220117,   24,   21,  -17,   20
  260,20220118,    1,    9,     ,    8
  260,20220118,    2,    6,     ,    5
  260,20220118,    3,   10,     ,   10
  260,20220118,    4,   15,     ,   14
  260,20220118,    5,   25,     ,   24
  260,20220118,    6,   27,  -25,   26
  260,20220118,    7,   28,     ,   28
  260,20220118,    8,   30,     ,   30
  260,20220118,    9,   32,     ,   31
  260,20220118,   10,   35,     ,   35
  260,20220118,   11,   39,     ,   39
  260,20220118,   12,   50,   26,   50
  260,20220118,   13,   54,     ,   51
  260,20220118,   14,   62,     ,   57
  260,20220118,   15,   62,     ,   52
  260,20220118,   16,   57,     ,   52
  260,20220118,   17,   53,     ,   45
  260,20220118,   18,   48,   47,   44
  260,20220118,   19,   48,     ,   45
  260,20220118,   20,   48,     ,   44
  260,20220118,   21,   48,     ,   45
  260,20220118,   22,   27,     ,   26
  260,20220118,   23,   13,     ,   12
  260,20220118,   24,    1,  -14,   -1
  260,20220119,    1,    0,     ,   -1
  260,20220119,    2,  -15,     ,  -17
  260,20220119,    3,  -13,     ,  -16
  260,20220119,    4,  -15,     ,  -18
  260,20220119,    5,   -3,     ,   -6
  260,20220119,    6,    3,  -39,    0
  260,20220119,    7,   31,     ,   28
  260,20220119,    8,   35,     ,   32
  260,20220119,    9,   34,     ,   29
  260,20220119,   10,   36,     ,   31
  260,20220119,   11,   40,     ,   32
  260,20220119,   12,   48,    2,   37
  260,20220119,   13,   53,     ,   37
  260,20220119,   14,   55,     ,   38
  260,20220119,   15,   54,     ,   44
  260,20220119,   16,   56,     ,   54
  260,20220119,   17,   67,     ,   63
  260,20220119,   18,   67,   48,   52
  260,20220119,   19,   64,     ,   41
  260,20220119,   20,   58,     ,   28
  260,20220119,   21,   55,     ,   25
  260,20220119,   22,   48,     ,   25
  260,20220119,   23,   51,     ,   23
  260,20220119,   24,   54,   27,   25
  260,20220120,    1,   52,     ,   25
  260,20220120,    2,   53,     ,   22
  260,20220120,    3,   45,     ,   21
  260,20220120,    4,   46,     ,   26
  260,20220120,    5,   43,     ,   17
  260,20220120,    6,   45,   34,  -11
  260,20220120,    7,   46,     ,  -20
  260,20220120,    8,   38,     ,   -2
  260,20220120,    9,   41,     ,   -4
  260,20220120,   10,   49,     ,  -21
  260,20220120,   11,   50,     ,  -12
  260,20220120,   12,   57,   26,   -7
  260,20220120,   13,   49,     ,   17
  260,20220120,   14,   30,     ,    9
  260,20220120,   15,   40,     ,   10
  260,20220120,   16,   38,     ,    2
  260,20220120,   17,   21,     ,    8
  260,20220120,   18,   24,   11,    5
  260,20220120,   19,   25,     ,    2
  260,20220120,   20,   21,     ,    3
  260,20220120,   21,   21,     ,    6
  260,20220120,   22,   16,     ,    4
  260,20220120,   23,   -9,     ,  -13
  260,20220120,   24,    0,  -31,  -10
  260,20220121,    1,    2,     ,   -5
  260,20220121,    2,    0,     ,   -9
  260,20220121,    3,    2,     ,   -5
  260,20220121,    4,   -2,     ,   -6
  260,20220121,    5,    3,     ,   -4
  260,20220121,    6,   22,  -36,   10
  260,20220121,    7,   21,     ,   11
  260,20220121,    8,   10,     ,    4
  260,20220121,    9,   32,     ,   19
  260,20220121,   10,   47,     ,   25
  260,20220121,   11,   60,     ,   38
  260,20220121,   12,   69,  -19,   41
  260,20220121,   13,   62,     ,   41
  260,20220121,   14,   65,     ,   36
  260,20220121,   15,   59,     ,   38
  260,20220121,   16,   61,     ,   36
  260,20220121,   17,   59,     ,   35
  260,20220121,   18,   59,   54,   35
  260,20220121,   19,   58,     ,   34
  260,20220121,   20,   57,     ,   34
  260,20220121,   21,   57,     ,   34
  260,20220121,   22,   58,     ,   31
  260,20220121,   23,   58,     ,   34
  260,20220121,   24,   57,   52,   37
  260,20220122,    1,   57,     ,   42
  260,20220122,    2,   56,     ,   46
  260,20220122,    3,   56,     ,   50
  260,20220122,    4,   57,     ,   50
  260,20220122,    5,   58,     ,   52
  260,20220122,    6,   60,   52,   51
  260,20220122,    7,   66,     ,   44
  260,20220122,    8,   66,     ,   45
  260,20220122,    9,   67,     ,   46
  260,20220122,   10,   68,     ,   45
  260,20220122,   11,   71,     ,   48
  260,20220122,   12,   73,   56,   51
  260,20220122,   13,   75,     ,   49
  260,20220122,   14,   73,     ,   48
  260,20220122,   15,   69,     ,   48
  260,20220122,   16,   66,     ,   48
  260,20220122,   17,   64,     ,   48
  260,20220122,   18,   63,   59,   46
  260,20220122,   19,   62,     ,   45
  260,20220122,   20,   64,     ,   39
  260,20220122,   21,   60,     ,   43
  260,20220122,   22,   60,     ,   45
  260,20220122,   23,   61,     ,   44
  260,20220122,   24,   60,   54,   43
  260,20220123,    1,   63,     ,   49
  260,20220123,    2,   61,     ,   52
  260,20220123,    3,   61,     ,   52
  260,20220123,    4,   60,     ,   54
  260,20220123,    5,   54,     ,   50
  260,20220123,    6,   50,   43,   47
  260,20220123,    7,   52,     ,   50
  260,20220123,    8,   55,     ,   52
  260,20220123,    9,   59,     ,   51
  260,20220123,   10,   63,     ,   54
  260,20220123,   11,   66,     ,   53
  260,20220123,   12,   70,   42,   50
  260,20220123,   13,   71,     ,   48
  260,20220123,   14,   72,     ,   44
  260,20220123,   15,   71,     ,   47
  260,20220123,   16,   67,     ,   49
  260,20220123,   17,   64,     ,   42
  260,20220123,   18,   59,   52,   41
  260,20220123,   19,   59,     ,   39
  260,20220123,   20,   59,     ,   42
  260,20220123,   21,   57,     ,   42
  260,20220123,   22,   57,     ,   39
  260,20220123,   23,   56,     ,   32
  260,20220123,   24,   55,   46,   15
  260,20220124,    1,   52,     ,   18
  260,20220124,    2,   54,     ,   18
  260,20220124,    3,   51,     ,   23
  260,20220124,    4,   49,     ,   16
  260,20220124,    5,   46,     ,   11
  260,20220124,    6,   47,   37,    4
  260,20220124,    7,   46,     ,    5
  260,20220124,    8,   46,     ,    4
  260,20220124,    9,   47,     ,    8
  260,20220124,   10,   47,     ,    6
  260,20220124,   11,   47,     ,    7
  260,20220124,   12,   49,   37,    6
  260,20220124,   13,   48,     ,    7
  260,20220124,   14,   46,     ,    4
  260,20220124,   15,   44,     ,    4
  260,20220124,   16,   41,     ,    6
  260,20220124,   17,   41,     ,    3
  260,20220124,   18,   42,   34,    4
  260,20220124,   19,   40,     ,    9
  260,20220124,   20,   38,     ,   11
  260,20220124,   21,   40,     ,   10
  260,20220124,   22,   39,     ,    8
  260,20220124,   23,   37,     ,   10
  260,20220124,   24,   38,   31,    9
  260,20220125,    1,   35,     ,   11
  260,20220125,    2,   33,     ,   12
  260,20220125,    3,   34,     ,   10
  260,20220125,    4,   32,     ,   11
  260,20220125,    5,   30,     ,   12
  260,20220125,    6,   30,   26,   12
  260,20220125,    7,   33,     ,    6
  260,20220125,    8,   33,     ,    1
  260,20220125,    9,   33,     ,   -2
  260,20220125,   10,   34,     ,   -1
  260,20220125,   11,   33,     ,   -2
  260,20220125,   12,   32,   26,   -4
  260,20220125,   13,   32,     ,    0
  260,20220125,   14,   31,     ,   -5
  260,20220125,   15,   31,     ,   -3
  260,20220125,   16,   29,     ,   -1
  260,20220125,   17,   27,     ,    0
  260,20220125,   18,   26,   22,   -2
  260,20220125,   19,   26,     ,    0
  260,20220125,   20,   27,     ,   -2
  260,20220125,   21,   26,     ,   -6
  260,20220125,   22,   25,     ,   -6
  260,20220125,   23,   26,     ,   -8
  260,20220125,   24,   26,   21,   -4
  260,20220126,    1,   25,     ,   -3
  260,20220126,    2,   25,     ,    0
  260,20220126,    3,   29,     ,    1
  260,20220126,    4,   29,     ,    0
  260,20220126,    5,   29,     ,    3
  260,20220126,    6,   29,   20,    6
  260,20220126,    7,   30,     ,   14
  260,20220126,    8,   34,     ,   10
  260,20220126,    9,   35,     ,    9
  260,20220126,   10,   38,     ,   14
  260,20220126,   11,   43,     ,   18
  260,20220126,   12,   50,   26,   20
  260,20220126,   13,   55,     ,   25
  260,20220126,   14,   58,     ,   28
  260,20220126,   15,   59,     ,   29
  260,20220126,   16,   49,     ,   27
  260,20220126,   17,   47,     ,   28
  260,20220126,   18,   45,   42,   27
  260,20220126,   19,   46,     ,   26
  260,20220126,   20,   45,     ,   25
  260,20220126,   21,   49,     ,   25
  260,20220126,   22,   52,     ,   24
  260,20220126,   23,   52,     ,   21
  260,20220126,   24,   51,   42,   21
  260,20220127,    1,   53,     ,   23
  260,20220127,    2,   53,     ,   24
  260,20220127,    3,   53,     ,   25
  260,20220127,    4,   51,     ,   26
  260,20220127,    5,   54,     ,   33
  260,20220127,    6,   59,   46,   40
  260,20220127,    7,   63,     ,   49
  260,20220127,    8,   64,     ,   59
  260,20220127,    9,   71,     ,   65
  260,20220127,   10,   78,     ,   69
  260,20220127,   11,   81,     ,   70
  260,20220127,   12,   86,   56,   72
  260,20220127,   13,   92,     ,   72
