# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,   HH,    T, T10N,   TD
  260,20230103,    6,   25,  -10,   23
  260,20230103,    7,   32,     ,   28
  260,20230103,    8,   39,     ,   34
  260,20230103,    9,   50,     ,   43
  260,20230103,   10,   63,     ,   55
  260,20230103,   11,   70,     ,   62
  260,20230103,   12,   76,    9,   62
  260,20230103,   13,   81,     ,   64
  260,20230103,   14,   84,     ,   60
  260,20230103,   15,   81,     ,   56
  260,20230103,   16,   80,     ,   55
  260,20230103,   17,   80,     ,   54
  260,20230103,   18,   82,   72,   54
  260,20230103,   19,   84,     ,   55
  260,20230103,   20,   84,     ,   54
  260,20230103,   21,   86,     ,   56
  260,20230103,   22,   89,     ,   58
  260,20230103,   23,   91,     ,   62
  260,20230103,   24,   88,   77,   70
  260,20230104,    1,   88,     ,   77
  260,20230104,    2,   97,     ,   84
  260,20230104,    3,  102,     ,   91
  260,20230104,    4,  111,     ,   93
  260,20230104,    5,  112,     ,   98
  260,20230104,    6,  112,   83,  100
  260,20230104,    7,  116,     ,  101
  260,20230104,    8,  115,     ,  103
  260,20230104,    9,  115,     ,  107
  260,20230104,   10,  118,     ,  109
  260,20230104,   11,  119,     ,  111
  260,20230104,   12,  127,  109,  108
  260,20230104,   13,  128,     ,  104
  260,20230104,   14,  126,     ,  102
  260,20230104,   15,  125,     ,   98
  260,20230104,   16,  123,     ,   95
  260,20230104,   17,  121,     ,   91
  260,20230104,   18,  121,  115,   87
  260,20230104,   19,  120,     ,   88
  260,20230104,   20,  121,     ,   82
  260,20230104,   21,  122,     ,   78
  260,20230104,   22,  118,     ,   75
  260,20230104,   23,  115,     ,   75
  260,20230104,   24,  111,  104,   72
  260,20230105,    1,  111,     ,   70
  260,20230105,    2,  110,     ,   73
  260,20230105,    3,  109,     ,   75
  260,20230105,    4,  109,     ,   75
  260,20230105,    5,  108,     ,   76
  260,20230105,    6,  105,   98,   76
  260,20230105,    7,  106,     ,   76
  260,20230105,    8,  104,     ,   74
  260,20230105,    9,  104,     ,   74
  260,20230105,   10,  107,     ,   75
  260,20230105,   11,  110,     ,   74
  260,20230105,   12,  116,   99,   78
  260,20230105,   13,  117,     ,   79
  260,20230105,   14,  114,     ,   79
  260,20230105,   15,  107,     ,   86
  260,20230105,   16,   99,     ,   87
  260,20230105,   17,   97,     ,   91
  260,20230105,   18,  102,   95,   96
  260,20230105,   19,  108,     ,   99
  260,20230105,   20,  110,     ,   97
  260,20230105,   21,  111,     ,   94
  260,20230105,   22,  111,     ,   92
  260,20230105,   23,  109,     ,   91
  260,20230105,   24,  110,  100,   86
  260,20230106,    1,  106,     ,   88
  260,20230106,    2,  109,     ,   82
  260,20230106,    3,  107,     ,   79
  260,20230106,    4,  108,     ,   76
  260,20230106,    5,  110,     ,   77
  260,20230106,    6,  105,  101,   84
  260,20230106,    7,  103,     ,   89
  260,20230106,    8,  102,     ,   88
  260,20230106,    9,  102,     ,   81
  260,20230106,   10,  104,     ,   71
  260,20230106,   11,  106,     ,   61
  260,20230106,   12,  107,   93,   68
  260,20230106,   13,  113,     ,   62
  260,20230106,   14,  110,     ,   55
  260,20230106,   15,  105,     ,   53
  260,20230106,   16,   98,     ,   58
  260,20230106,   17,   96,     ,   66
  260,20230106,   18,   97,   82,   71
  260,20230106,   19,  100,     ,   80
  260,20230106,   20,  106,     ,   97
  260,20230106,   21,  111,     ,   99
  260,20230106,   22,  110,     ,  102
  260,20230106,   23,  109,     ,  100
  260,20230106,   24,  110,   93,   98
  260,20230107,    1,  109,     ,   91
  260,20230107,    2,  105,     ,   88
  260,20230107,    3,  104,     ,   86
  260,20230107,    4,   99,     ,   82
  260,20230107,    5,   99,     ,   82
  260,20230107,    6,  100,   92,   80
  260,20230107,    7,   99,     ,   77
  260,20230107,    8,  102,     ,   70
  260,20230107,    9,  102,     ,   66
  260,20230107,   10,  108,     ,   58
  260,20230107,   11,  112,     ,   60
  260,20230107,   12,  117,   88,   55
  260,20230107,   13,  111,     ,   56
  260,20230107,   14,  112,     ,   56
  260,20230107,   15,  110,     ,   55
  260,20230107,   16,  108,     ,   56
  260,20230107,   17,  103,     ,   61
  260,20230107,   18,   97,   91,   65
  260,20230107,   19,   95,     ,   65
  260,20230107,   20,  101,     ,   66
  260,20230107,   21,  100,     ,   73
  260,20230107,   22,  102,     ,   72
  260,20230107,   23,  107,     ,   73
  260,20230107,   24,   84,   81,   63
  260,20230108,    1,   87,     ,   70
  260,20230108,    2,   90,     ,   62
  260,20230108,    3,   92,     ,   65
  260,20230108,    4,   90,     ,   65
  260,20230108,    5,   83,     ,   57
  260,20230108,    6,   73,   59,   55
  260,20230108,    7,   72,     ,   54
  260,20230108,    8,   66,     ,   48
  260,20230108,    9,   68,     ,   42
  260,20230108,   10,   80,     ,   49
  260,20230108,   11,   91,     ,   56
  260,20230108,   12,   96,   55,   56
  260,20230108,   13,   97,     ,   54
  260,20230108,   14,  100,     ,   48
  260,20230108,   15,   94,     ,   43
  260,20230108,   16,   86,     ,   41
  260,20230108,   17,   81,     ,   43
  260,20230108,   18,   84,   66,   46
  260,20230108,   19,   82,     ,   46
  260,20230108,   20,   84,     ,   45
  260,20230108,   21,   81,     ,   46
  260,20230108,   22,   77,     ,   48
  260,20230108,   23,   77,     ,   54
  260,20230108,   24,   73,   65,   47
  260,20230109,    1,   67,     ,   43
  260,20230109,    2,   59,     ,   42
  260,20230109,    3,   55,     ,   41
  260,20230109,    4,   50,     ,   38
  260,20230109,    5,   56,     ,   40
  260,20230109,    6,   61,   41,   43
  260,20230109,    7,   65,     ,   47
  260,20230109,    8,   67,     ,   54
  260,20230109,    9,   71,     ,   59
  260,20230109,   10,   80,     ,   62
  260,20230109,   11,   79,     ,   51
  260,20230109,   12,   75,   57,   54
  260,20230109,   13,   85,     ,   52
  260,20230109,   14,   81,     ,   51
  260,20230109,   15,   81,     ,   49
  260,20230109,   16,   77,     ,   44
  260,20230109,   17,   70,     ,   49
  260,20230109,   18,   68,   59,   43
  260,20230109,   19,   71,     ,   45
  260,20230109,   20,   73,     ,   40
  260,20230109,   21,   74,     ,   39
  260,20230109,   22,   73,     ,   32
  260,20230109,   23,   66,     ,   30
  260,20230109,   24,   65,   50,   27
  260,20230110,    1,   68,     ,   33
  260,20230110,    2,   64,     ,   43
  260,20230110,    3,   66,     ,   43
  260,20230110,    4,   72,     ,   41
  260,20230110,    5,   66,     ,   38
  260,20230110,    6,   52,   38,   33
  260,20230110,    7,   65,     ,   45
  260,20230110,    8,   57,     ,   35
  260,20230110,    9,   57,     ,   35
  260,20230110,   10,   58,     ,   32
  260,20230110,   11,   56,     ,   29
  260,20230110,   12,   62,   38,   34
  260,20230110,   13,   68,     ,   37
  260,20230110,   14,   72,     ,   38
  260,20230110,   15,   64,     ,   47
  260,20230110,   16,   63,     ,   50
  260,20230110,   17,   62,     ,   50
  260,20230110,   18,   68,   59,   57
  260,20230110,   19,   77,     ,   64
  260,20230110,   20,   83,     ,   68
  260,20230110,   21,   86,     ,   75
  260,20230110,   22,   90,     ,   81
  260,20230110,   23,   97,     ,   89
  260,20230110,   24,  104,   65,   95
  260,20230111,    1,  107,     ,  100
  260,20230111,    2,  112,     ,  104
  260,20230111,    3,  115,     ,  105
  260,20230111,    4,  112,     ,  107
  260,20230111,    5,  115,     ,  101
  260,20230111,    6,  109,  101,   90
  260,20230111,    7,  103,     ,   77
  260,20230111,    8,   99,     ,   72
  260,20230111,    9,   88,     ,   67
  260,20230111,   10,   99,     ,   69
  260,20230111,   11,  103,     ,   66
  260,20230111,   12,  101,   80,   62
  260,20230111,   13,  103,     ,   48
  260,20230111,   14,  105,     ,   51
  260,20230111,   15,   97,     ,   55
  260,20230111,   16,   95,     ,   46
  260,20230111,   17,   95,     ,   46
  260,20230111,   18,   95,   84,   49
  260,20230111,   19,   91,     ,   58
  260,20230111,   20,   86,     ,   60
  260,20230111,   21,   86,     ,   63
  260,20230111,   22,   91,     ,   62
  260,20230111,   23,   91,     ,   62
  260,20230111,   24,   91,   80,   66
  260,20230112,    1,   91,     ,   77
  260,20230112,    2,   92,     ,   81
  260,20230112,    3,   93,     ,   78
  260,20230112,    4,   89,     ,   76
  260,20230112,    5,   91,     ,   76
  260,20230112,    6,   93,   85,   79
  260,20230112,    7,   97,     ,   89
  260,20230112,    8,  110,     ,   95
  260,20230112,    9,  111,     ,   97
  260,20230112,   10,  113,     ,   98
  260,20230112,   11,  110,     ,  101
  260,20230112,   12,  110,   90,  102
  260,20230112,   13,  110,     ,  101
  260,20230112,   14,  109,     ,   99
  260,20230112,   15,  109,     ,   99
  260,20230112,   16,  109,     ,   96
  260,20230112,   17,  109,     ,   97
  260,20230112,   18,  107,  105,   96
  260,20230112,   19,  107,     ,   94
  260,20230112,   20,  105,     ,   93
  260,20230112,   21,  100,     ,   90
  260,20230112,   22,  105,     ,   76
  260,20230112,   23,   99,     ,   72
  260,20230112,   24,   94,   84,   50
  260,20230113,    1,   89,     ,   54
  260,20230113,    2,   88,     ,   55
  260,20230113,    3,   88,     ,   45
  260,20230113,    4,   87,     ,   47
  260,20230113,    5,   85,     ,   39
  260,20230113,    6,   82,   76,   42
  260,20230113,    7,   84,     ,   39
  260,20230113,    8,   87,     ,   36
  260,20230113,    9,   83,     ,   44
  260,20230113,   10,   84,     ,   46
  260,20230113,   11,   89,     ,   46
  260,20230113,   12,   94,   75,   40
  260,20230113,   13,   97,     ,   37
  260,20230113,   14,   97,     ,   39
  260,20230113,   15,   95,     ,   40
  260,20230113,   16,   92,     ,   43
  260,20230113,   17,   84,     ,   52
  260,20230113,   18,   78,   63,   48
  260,20230113,   19,   81,     ,   47
  260,20230113,   20,   81,     ,   50
  260,20230113,   21,   85,     ,   46
  260,20230113,   22,   85,     ,   41
  260,20230113,   23,   86,     ,   39
  260,20230113,   24,   86,   72,   36
  260,20230114,    1,   75,     ,   33
  260,20230114,    2,   73,     ,   42
  260,20230114,    3,   62,     ,   39
  260,20230114,    4,   59,     ,   36
  260,20230114,    5,   58,     ,   41
  260,20230114,    6,   66,   52,   45
  260,20230114,    7,   68,     ,   45
  260,20230114,    8,   65,     ,   52
  260,20230114,    9,   71,     ,   60
  260,20230114,   10,   78,     ,   66
  260,20230114,   11,   85,     ,   73
  260,20230114,   12,   95,   62,   82
  260,20230114,   13,   98,     ,   87
  260,20230114,   14,  105,     ,   93
  260,20230114,   15,  108,     ,   98
  260,20230114,   16,  110,     ,  101
  260,20230114,   17,  113,     ,  106
  260,20230114,   18,  114,   92,  100
  260,20230114,   19,  109,     ,   91
  260,20230114,   20,   77,     ,   54
  260,20230114,   21,   78,     ,   49
  260,20230114,   22,   82,     ,   35
  260,20230114,   23,   78,     ,   30
  260,20230114,   24,   78,   70,   27
  260,20230115,    1,   75,     ,   32
  260,20230115,    2,   74,     ,   26
  260,20230115,    3,   71,     ,   22
  260,20230115,    4,   66,     ,   22
  260,20230115,    5,   68,     ,   19
  260,20230115,    6,   65,   58,   16
  260,20230115,    7,   60,     ,    5
  260,20230115,    8,   60,     ,    2
  260,20230115,    9,   67,     ,    8
  260,20230115,   10,   69,     ,   14
  260,20230115,   11,   76,     ,   19
  260,20230115,   12,   71,   50,   27
  260,20230115,   13,   63,     ,   37
  260,20230115,   14,   69,     ,   39
  260,20230115,   15,   69,     ,   41
  260,20230115,   16,   66,     ,   27
  260,20230115,   17,   63,     ,   33
  260,20230115,   18,   58,   53,   31
  260,20230115,   19,   52,     ,   24
  260,20230115,   20,   47,     ,   19
  260,20230115,   21,   43,     ,   19
  260,20230115,   22,   48,     ,   27
  260,20230115,   23,   50,     ,   26
  260,20230115,   24,   47,   34,   31
  260,20230116,    1,   45,     ,   28
  260,20230116,    2,   38,     ,   22
  260,20230116,    3,   35,     ,   21
  260,20230116,    4,   31,     ,   18
  260,20230116,    5,   31,     ,   17
  260,20230116,    6,   37,   20,   19
  260,20230116,    7,   42,     ,   27
  260,20230116,    8,   38,     ,   24
  260,20230116,    9,   42,     ,   26
  260,20230116,   10,   47,     ,   31
  260,20230116,   11,   44,     ,   29
  260,20230116,   12,   49,   34,   35
  260,20230116,   13,   51,     ,   36
  260,20230116,   14,   52,     ,   37
  260,20230116,   15,   53,     ,   39
  260,20230116,   16,   51,     ,   39
  260,20230116,   17,   39,     ,   25
  260,20230116,   18,   34,   32,   23
  260,20230116,   19,   37,     ,   23
  260,20230116,   20,   36,     ,   22
  260,20230116,   21,   36,     ,   22
  260,20230116,   22,   33,     ,   19
  260,20230116,   23,   40,     ,   20
  260,20230116,   24,   35,   31,   11
  260,20230117,    1,   18,     ,    6
  260,20230117,    2,   16,     ,    4
  260,20230117,    3,   15,     ,    2
  260,20230117,    4,   11,     ,   -2
  260,20230117,    5,    6,     ,  -10
  260,20230117,    6,    8,   -7,   -6
  260,20230117,    7,    8,     ,  -12
  260,20230117,    8,   11,     ,  -19
  260,20230117,    9,   12,     ,  -22
  260,20230117,   10,   21,     ,  -15
  260,20230117,   11,   25,     ,   -9
  260,20230117,   12,   38,  -13,   -9
  260,20230117,   13,   46,     ,  -25
  260,20230117,   14,   45,     ,  -21
  260,20230117,   15,   42,     ,  -23
  260,20230117,   16,   23,     ,  -25
  260,20230117,   17,    4,     ,  -27
  260,20230117,   18,  -12,  -37,  -31
  260,20230117,   19,   -3,     ,  -24
  260,20230117,   20,    6,     ,  -22
  260,20230117,   21,    6,     ,  -23
  260,20230117,   22,   -3,     ,  -25
  260,20230117,   23,   -2,     ,  -27
  260,20230117,   24,   -7,  -38,  -30
  260,20230118,    1,  -12,     ,  -31
  260,20230118,    2,  -19,     ,  -32
  260,20230118,    3,  -33,     ,  -43
  260,20230118,    4,  -32,     ,  -41
  260,20230118,    5,  -11,     ,  -29
  260,20230118,    6,   -8,  -64,  -28
  260,20230118,    7,   -3,     ,  -25
  260,20230118,    8,    1,     ,  -25
  260,20230118,    9,   12,     ,  -19
  260,20230118,   10,   24,     ,  -15
  260,20230118,   11,   34,     ,   -9
  260,20230118,   12,   39,  -25,   -6
  260,20230118,   13,   48,     ,    3
  260,20230118,   14,   44,     ,   -1
  260,20230118,   15,   39,     ,    2
  260,20230118,   16,   37,     ,    4
  260,20230118,   17,   39,     ,    8
  260,20230118,   18,   36,   32,   12
  260,20230118,   19,   35,     ,   10
  260,20230118,   20,   34,     ,   12
  260,20230118,   21,   31,     ,    9
  260,20230118,   22,   13,     ,    2
  260,20230118,   23,   25,     ,   14
  260,20230118,   24,   32,    8,   18
  260,20230119,    1,   30,     ,   19
  260,20230119,    2,   35,     ,   25
  260,20230119,    3,   32,     ,   15
  260,20230119,    4,   21,     ,    8
  260,20230119,    5,   25,     ,   11
  260,20230119,    6,   27,   17,   15
  260,20230119,    7,   28,     ,   12
  260,20230119,    8,   24,     ,    5
  260,20230119,    9,   36,     ,    7
  260,20230119,   10,   51,     ,    2
  260,20230119,   11,   58,     ,  -10
  260,20230119,   12,   60,    8,  -14
  260,20230119,   13,   57,     ,  -29
  260,20230119,   14,   52,     ,  -20
  260,20230119,   15,   52,     ,  -34
  260,20230119,   16,   38,     ,  -30
  260,20230119,   17,   24,     ,  -24
  260,20230119,   18,   -1,  -28,  -23
  260,20230119,   19,   20,     ,   -9
  260,20230119,   20,   13,     ,   -4
  260,20230119,   21,    9,     ,   -2
  260,20230119,   22,    7,     ,   -2
  260,20230119,   23,    6,     ,   -2
  260,20230119,   24,    5,  -27,   -4
  260,20230120,    1,    6,     ,   -4
  260,20230120,    2,    6,     ,   -3
  260,20230120,    3,    3,     ,   -5
  260,20230120,    4,    3,     ,   -3
  260,20230120,    5,    4,     ,   -5
  260,20230120,    6,    4,   -5,   -4
  260,20230120,    7,    3,     ,   -2
  260,20230120,    8,    4,     ,   -1
  260,20230120,    9,    7,     ,    0
  260,20230120,   10,    6,     ,    0
  260,20230120,   11,    4,     ,   -3
  260,20230120,   12,    5,    1,   -2
  260,20230120,   13,    6,     ,   -1
  260,20230120,   14,    9,     ,    1
  260,20230120,   15,   10,     ,    2
  260,20230120,   16,   12,     ,    1
  260,20230120,   17,   13,     ,    2
  260,20230120,   18,   10,    4,   -2
  260,20230120,   19,    6,     ,   -6
  260,20230120,   20,    2,     ,  -11
  260,20230120,   21,   -1,     ,  -17
  260,20230120,   22,   -4,     ,  -21
  260,20230120,   23,   -7,     ,  -23
  260,20230120,   24,   -6,  -20,  -23
  260,20230121,    1,  -11,     ,  -24
  260,20230121,    2,  -16,     ,  -27
  260,20230121,    3,  -20,     ,  -30
  260,20230121,    4,  -21,     ,  -31
  260,20230121,    5,  -32,     ,  -40
  260,20230121,    6,  -35,  -62,  -40
  260,20230121,    7,  -26,     ,  -29
  260,20230121,    8,  -27,     ,  -30
  260,20230121,    9,  -24,     ,  -25
  260,20230121,   10,  -13,     ,  -20
  260,20230121,   11,  -10,     ,  -17
  260,20230121,   12,   -5,  -64,  -14
  260,20230121,   13,    0,     ,  -12
  260,20230121,   14,   -1,     ,  -12
  260,20230121,   15,   -4,     ,  -13
  260,20230121,   16,   -8,     ,  -15
  260,20230121,   17,   -5,     ,  -13
  260,20230121,   18,   -4,   -8,  -13
  260,20230121,   19,  -10,     ,  -16
  260,20230121,   20,  -14,     ,  -17
  260,20230121,   21,  -11,     ,  -14
  260,20230121,   22,  -12,     ,  -15
  260,20230121,   23,  -16,     ,  -18
  260,20230121,   24,  -22,  -26,  -24
  260,20230122,    1,  -17,     ,  -21
  260,20230122,    2,  -16,     ,  -23
  260,20230122,    3,  -14,     ,  -22
  260,20230122,    4,  -13,     ,  -20
  260,20230122,    5,  -11,     ,  -23
  260,20230122,    6,   -5,  -44,  -19
  260,20230122,    7,   -1,     ,  -21
  260,20230122,    8,   -1,     ,  -22
  260,20230122,    9,    1,     ,  -22
  260,20230122,   10,    5,     ,  -18
  260,20230122,   11,    5,     ,  -19
  260,20230122,   12,    8,   -7,  -15
  260,20230122,   13,   11,     ,  -13
  260,20230122,   14,   12,     ,  -13
  260,20230122,   15,   11,     ,  -11
  260,20230122,   16,   11,     ,   -9
  260,20230122,   17,   11,     ,   -7
  260,20230122,   18,   12,    7,   -5
  260,20230122,   19,   13,     ,   -2
  260,20230122,   20,   14,     ,   -3
  260,20230122,   21,   13,     ,    0
  260,20230122,   22,   14,     ,    0
  260,20230122,   23,   14,     ,    0
  260,20230122,   24,   14,    9,    2
  260,20230123,    1,   13,     ,    2
  260,20230123,    2,   13,     ,    3
  260,20230123,    3,   12,     ,    5
  260,20230123,    4,   13,     ,    5
  260,20230123,    5,   14,     ,    6
  260,20230123,    6,   14,    9,    6
  260,20230123,    7,   15,     ,    8
  260,20230123,    8,   16,     ,    8
  260,20230123,    9,   18,     ,   12
  260,20230123,   10,   25,     ,   13
  260,20230123,   11,   31,     ,   14
  260,20230123,   12,   37,   11,   12
  260,20230123,   13,   39,     ,   11
  260,20230123,   14,   40,     ,   13
  260,20230123,   15,   40,     ,   14
  260,20230123,   16,   35,     ,    5
  260,20230123,   17,   28,     ,    1
  260,20230123,   18,   29,    4,    5
  260,20230123,   19,   31,     ,    2
  260,20230123,   20,   29,     ,    6
  260,20230123,   21,   32,     ,    0
  260,20230123,   22,   33,     ,   -2
  260,20230123,   23,   31,     ,   -3
  260,20230123,   24,   31,   25,   -5
  260,20230124,    1,   30,     ,   -7
  260,20230124,    2,   29,     ,   -6
  260,20230124,    3,   28,     ,   -8
  260,20230124,    4,   26,     ,   -4
  260,20230124,    5,   24,     ,   -8
  260,20230124,    6,   21,   19,   -7
  260,20230124,    7,   19,     ,   -8
  260,20230124,    8,   18,     ,   -7
  260,20230124,    9,   17,     ,   -7
  260,20230124,   10,   18,     ,   -5
  260,20230124,   11,   19,     ,   -4
  260,20230124,   12,   19,   16,   -6
  260,20230124,   13,   20,     ,   -7
  260,20230124,   14,   20,     ,   -7
  260,20230124,   15,   18,     ,  -10
  260,20230124,   16,   16,     ,  -11
  260,20230124,   17,   15,     ,  -13
  260,20230124,   18,   13,   12,  -10
  260,20230124,   19,   11,     ,  -13
  260,20230124,   20,    9,     ,  -13
  260,20230124,   21,    9,     ,  -13
  260,20230124,   22,    6,     ,  -17
  260,20230124,   23,    4,     ,  -17
  260,20230124,   24,    3,    3,  -18
  260,20230125,    1,    0,     ,  -20
  260,20230125,    2,   -1,     ,  -22
  260,20230125,    3,   -1,     ,  -19
  260,20230125,    4,   -4,     ,  -22
  260,20230125,    5,   -5,     ,  -25
  260,20230125,    6,   -7,   -7,  -27
  260,20230125,    7,   -7,     ,  -25
  260,20230125,    8,   -6,     ,  -25
  260,20230125,    9,  -10,     ,  -28
  260,20230125,   10,  -10,     ,  -27
  260,20230125,   11,  -11,     ,  -29
  260,20230125,   12,  -11,   -9,  -28
  260,20230125,   13,  -10,     ,  -25
  260,20230125,   14,  -11,     ,  -26
  260,20230125,   15,  -11,     ,  -27
  260,20230125,   16,  -11,     ,  -26
  260,20230125,   17,   -9,     ,  -24
  260,20230125,   18,   -8,  -11,  -19
  260,20230125,   19,   -6,     ,  -16
  260,20230125,   20,   -5,     ,  -13
  260,20230125,   21,   -6,     ,  -10
  260,20230125,   22,   -6,     ,  -10
  260,20230125,   23,   -5,     ,   -9
  260,20230125,   24,   -5,   -8,   -9
  260,20230126,    1,   -5,     ,  -13
  260,20230126,    2,   -3,     ,  -12
  260,20230126,    3,   -3,     ,   -9
  260,20230126,    4,   -1,     ,   -4
  260,20230126,    5,    0,     ,   -3
  260,20230126,    6,    3,   -5,    0
  260,20230126,    7,    4,     ,    1
  260,20230126,    8,   12,     ,    9
  260,20230126,    9,   25,     ,   22
  260,20230126,   10,   55,     ,   43
  260,20230126,   11,   67,     ,   41
  260,20230126,   12,   76,    4,   39
  260,20230126,   13,   78,     ,   40
  260,20230126,   14,   78,     ,   38
  260,20230126,   15,   72,     ,   39
  260,20230126,   16,   68,     ,   30
  260,20230126,   17,   66,     ,   24
  260,20230126,   18,   63,   58,   25
  260,20230126,   19,   62,     ,   25
  260,20230126,   20,   60,     ,   25
  260,20230126,   21,   55,     ,   27
  260,20230126,   22,   48,     ,   28
  260,20230126,   23,   53,     ,   29
  260,20230126,   24,   53,   37,   23
  260,20230127,    1,   50,     ,   19
  260,20230127,    2,   47,     ,   18
  260,20230127,    3,   41,     ,   15
  260,20230127,    4,   39,     ,   12
  260,20230127,    5,   42,     ,    9
