# Opmerking: door stationsverplaatsingen en veranderingen in waarneemmethodieken zijn deze tijdreeksen van uurwaarden mogelijk inhomogeen! Dat betekent dat deze reeks van gemeten waarden niet geschikt is voor trendanalyse. Voor studies naar klimaatverandering verwijzen we naar de gehomogeniseerde dagreeksen <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> of de Centraal Nederland Temperatuur <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# SOURCE: ROYAL NETHERLANDS METEOROLOGICAL INSTITUTE (KNMI)
# Comment: These time series are inhomogeneous because of station relocations and changes in observation techniques. As a result these series are not suitable for trend analysis. For climate change studies we refer to the homogenized series of daily data <http://www.knmi.nl/nederland-nu/klimatologie/daggegevens> or the Central Netherlands Temperature <http://www.knmi.nl/kennis-en-datacentrum/achtergrond/centraal-nederland-temperatuur-cnt>.
# 
# STN         LON(east)   LAT(north)  ALT(m)      NAME
# 260         5.180       52.100      1.90        De Bilt     
# YYYYMMDD  : datum (YYYY=jaar;MM=maand;DD=dag)
# HH        : tijd (HH=uur; UT.12 UT=13 MET; 14 MEZT. Uurvak 05 loopt van 04.00 UT tot 5.00 UT
# T         : Temperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# T10N      : Minimumtemperatuur (in 0.1 graden Celsius) op 10 cm hoogte in de afgelopen 6 uur / Minimum temperature (in 0.1 degrees Celsius) at 0.1 m in the preceding 6-hour period
# TD        : Dauwpuntstemperatuur (in 0.1 graden Celsius) op 1.50 m hoogte tijdens de waarneming / Dew point temperature (in 0.1 degrees Celsius) at 1.50 m at the time of observation
# STN,YYYYMMDD,   HH,    T, T10N,   TD
  260,20210321,   20,   53,     ,   15
  260,20210321,   21,   51,     ,   21
  260,20210321,   22,   44,     ,   26
  260,20210321,   23,   29,     ,   17
  260,20210321,   24,   23,    0,   18
  260,20210322,    1,   15,     ,   11
  260,20210322,    2,   19,     ,   16
  260,20210322,    3,   40,     ,   37
  260,20210322,    4,   47,     ,   36
  260,20210322,    5,   51,     ,   35
  260,20210322,    6,   51,  -18,   33
  260,20210322,    7,   54,     ,   36
  260,20210322,    8,   65,     ,   31
  260,20210322,    9,   68,     ,   22
  260,20210322,   10,   73,     ,   19
  260,20210322,   11,   77,     ,   13
  260,20210322,   12,   75,   46,   24
  260,20210322,   13,   74,     ,   23
  260,20210322,   14,   79,     ,   25
  260,20210322,   15,   76,     ,   23
  260,20210322,   16,   76,     ,   21
  260,20210322,   17,   78,     ,    6
  260,20210322,   18,   71,   55,   15
  260,20210322,   19,   56,     ,   19
  260,20210322,   20,   66,     ,   20
  260,20210322,   21,   58,     ,   26
  260,20210322,   22,   51,     ,   29
  260,20210322,   23,   31,     ,   20
  260,20210322,   24,   21,  -13,   14
  260,20210323,    1,   29,     ,   26
  260,20210323,    2,   52,     ,   24
  260,20210323,    3,   50,     ,   26
  260,20210323,    4,   48,     ,   26
  260,20210323,    5,   51,     ,   29
  260,20210323,    6,   58,  -14,   37
  260,20210323,    7,   56,     ,   42
  260,20210323,    8,   66,     ,   51
  260,20210323,    9,   71,     ,   53
  260,20210323,   10,   80,     ,   49
  260,20210323,   11,   87,     ,   52
  260,20210323,   12,   92,   54,   56
  260,20210323,   13,   93,     ,   58
  260,20210323,   14,   91,     ,   57
  260,20210323,   15,   93,     ,   48
  260,20210323,   16,   97,     ,   47
  260,20210323,   17,   97,     ,   49
  260,20210323,   18,   92,   87,   46
  260,20210323,   19,   76,     ,   40
  260,20210323,   20,   79,     ,   43
  260,20210323,   21,   43,     ,   29
  260,20210323,   22,   28,     ,   22
  260,20210323,   23,   19,     ,   17
  260,20210323,   24,   20,  -21,   16
  260,20210324,    1,    6,     ,    4
  260,20210324,    2,    8,     ,    5
  260,20210324,    3,   12,     ,    9
  260,20210324,    4,   -1,     ,   -1
  260,20210324,    5,    2,     ,   -1
  260,20210324,    6,   10,  -36,    7
  260,20210324,    7,   37,     ,   32
  260,20210324,    8,   70,     ,   42
  260,20210324,    9,   94,     ,   46
  260,20210324,   10,  111,     ,   49
  260,20210324,   11,  118,     ,   53
  260,20210324,   12,  129,  -28,   53
  260,20210324,   13,  134,     ,   46
  260,20210324,   14,  137,     ,   45
  260,20210324,   15,  133,     ,   46
  260,20210324,   16,  134,     ,   43
  260,20210324,   17,  116,     ,   53
  260,20210324,   18,   98,   82,   43
  260,20210324,   19,   68,     ,   39
  260,20210324,   20,   52,     ,   40
  260,20210324,   21,   43,     ,   30
  260,20210324,   22,   37,     ,   29
  260,20210324,   23,   33,     ,   30
  260,20210324,   24,   35,    1,   32
  260,20210325,    1,   40,     ,   36
  260,20210325,    2,   40,     ,   36
  260,20210325,    3,   28,     ,   27
  260,20210325,    4,   43,     ,   40
  260,20210325,    5,   52,     ,   48
  260,20210325,    6,   54,   -1,   47
  260,20210325,    7,   70,     ,   58
  260,20210325,    8,   87,     ,   67
  260,20210325,    9,   92,     ,   67
  260,20210325,   10,   96,     ,   70
  260,20210325,   11,   98,     ,   78
  260,20210325,   12,   93,   36,   73
  260,20210325,   13,  116,     ,   61
  260,20210325,   14,  120,     ,   33
  260,20210325,   15,  129,     ,    1
  260,20210325,   16,  123,     ,   -4
  260,20210325,   17,  119,     ,   15
  260,20210325,   18,  105,   88,   24
  260,20210325,   19,   85,     ,   23
  260,20210325,   20,   82,     ,   20
  260,20210325,   21,   81,     ,   27
  260,20210325,   22,   68,     ,   24
  260,20210325,   23,   67,     ,   29
  260,20210325,   24,   73,   28,   32
  260,20210326,    1,   70,     ,   30
  260,20210326,    2,   62,     ,   27
  260,20210326,    3,   59,     ,   32
  260,20210326,    4,   66,     ,   50
  260,20210326,    5,   71,     ,   54
  260,20210326,    6,   75,   45,   54
  260,20210326,    7,   81,     ,   54
  260,20210326,    8,   94,     ,   57
  260,20210326,    9,  112,     ,   63
  260,20210326,   10,  125,     ,   55
  260,20210326,   11,  131,     ,   51
  260,20210326,   12,  134,   70,   49
  260,20210326,   13,  132,     ,   37
  260,20210326,   14,  133,     ,   44
  260,20210326,   15,  126,     ,   42
  260,20210326,   16,  126,     ,   35
  260,20210326,   17,  124,     ,   37
  260,20210326,   18,  118,  104,   36
  260,20210326,   19,  106,     ,   39
  260,20210326,   20,  105,     ,   40
  260,20210326,   21,   97,     ,   44
  260,20210326,   22,   63,     ,   43
  260,20210326,   23,   59,     ,   45
  260,20210326,   24,   56,   51,   38
  260,20210327,    1,   55,     ,   40
  260,20210327,    2,   50,     ,   29
  260,20210327,    3,   54,     ,   37
  260,20210327,    4,   58,     ,   36
  260,20210327,    5,   62,     ,   27
  260,20210327,    6,   58,   39,    8
  260,20210327,    7,   62,     ,   19
  260,20210327,    8,   73,     ,   18
  260,20210327,    9,   65,     ,   17
  260,20210327,   10,   74,     ,   -4
  260,20210327,   11,   75,     ,    2
  260,20210327,   12,   78,   46,    5
  260,20210327,   13,   84,     ,    5
  260,20210327,   14,   80,     ,    1
  260,20210327,   15,   85,     ,   -1
  260,20210327,   16,   90,     ,   -7
  260,20210327,   17,   87,     ,   -2
  260,20210327,   18,   76,   62,   -4
  260,20210327,   19,   63,     ,    1
  260,20210327,   20,   64,     ,   10
  260,20210327,   21,   64,     ,   21
  260,20210327,   22,   68,     ,   33
  260,20210327,   23,   70,     ,   33
  260,20210327,   24,   71,   15,   34
  260,20210328,    1,   71,     ,   38
  260,20210328,    2,   68,     ,   38
  260,20210328,    3,   67,     ,   34
  260,20210328,    4,   64,     ,   34
  260,20210328,    5,   63,     ,   34
  260,20210328,    6,   72,   50,   37
  260,20210328,    7,   78,     ,   42
  260,20210328,    8,   94,     ,   48
  260,20210328,    9,  106,     ,   44
  260,20210328,   10,  111,     ,   39
  260,20210328,   11,  108,     ,   45
  260,20210328,   12,  112,   62,   44
  260,20210328,   13,  115,     ,   49
  260,20210328,   14,  120,     ,   51
  260,20210328,   15,  123,     ,   53
  260,20210328,   16,  121,     ,   56
  260,20210328,   17,  118,     ,   57
  260,20210328,   18,  114,  109,   53
  260,20210328,   19,  108,     ,   54
  260,20210328,   20,  107,     ,   52
  260,20210328,   21,  103,     ,   52
  260,20210328,   22,  101,     ,   51
  260,20210328,   23,   94,     ,   52
  260,20210328,   24,   90,   74,   51
  260,20210329,    1,   89,     ,   49
  260,20210329,    2,   88,     ,   49
  260,20210329,    3,   89,     ,   48
  260,20210329,    4,   90,     ,   47
  260,20210329,    5,   91,     ,   49
  260,20210329,    6,   87,   73,   50
  260,20210329,    7,   94,     ,   55
  260,20210329,    8,  109,     ,   63
  260,20210329,    9,  118,     ,   65
  260,20210329,   10,  132,     ,   73
  260,20210329,   11,  143,     ,   72
  260,20210329,   12,  154,   78,   68
  260,20210329,   13,  166,     ,   57
  260,20210329,   14,  179,     ,   52
  260,20210329,   15,  181,     ,   42
  260,20210329,   16,  187,     ,   29
  260,20210329,   17,  179,     ,   14
  260,20210329,   18,  165,  145,   31
  260,20210329,   19,  148,     ,   38
  260,20210329,   20,  100,     ,   44
  260,20210329,   21,  107,     ,   42
  260,20210329,   22,   74,     ,   40
  260,20210329,   23,   78,     ,   26
  260,20210329,   24,  102,   18,   26
  260,20210330,    1,   45,     ,   25
  260,20210330,    2,   31,     ,   22
  260,20210330,    3,   26,     ,   20
  260,20210330,    4,   24,     ,   16
  260,20210330,    5,   20,     ,   12
  260,20210330,    6,   27,  -31,   22
  260,20210330,    7,   78,     ,   52
  260,20210330,    8,  107,     ,   57
  260,20210330,    9,  138,     ,   58
  260,20210330,   10,  168,     ,   58
  260,20210330,   11,  184,     ,   63
  260,20210330,   12,  194,  -13,   60
  260,20210330,   13,  199,     ,   46
  260,20210330,   14,  207,     ,   56
  260,20210330,   15,  208,     ,   35
  260,20210330,   16,  207,     ,   42
  260,20210330,   17,  204,     ,   26
  260,20210330,   18,  169,  110,   38
  260,20210330,   19,  118,     ,   57
  260,20210330,   20,   94,     ,   58
  260,20210330,   21,   81,     ,   54
  260,20210330,   22,   67,     ,   52
  260,20210330,   23,   55,     ,   46
  260,20210330,   24,   50,    6,   40
  260,20210331,    1,   47,     ,   43
  260,20210331,    2,   41,     ,   36
  260,20210331,    3,   38,     ,   33
  260,20210331,    4,   35,     ,   30
  260,20210331,    5,   33,     ,   27
  260,20210331,    6,   47,   -8,   34
  260,20210331,    7,  104,     ,   48
  260,20210331,    8,  130,     ,   49
  260,20210331,    9,  154,     ,   70
  260,20210331,   10,  188,     ,   83
  260,20210331,   11,  212,     ,   94
  260,20210331,   12,  223,    2,   74
  260,20210331,   13,  229,     ,   77
  260,20210331,   14,  238,     ,   73
  260,20210331,   15,  232,     ,   32
  260,20210331,   16,  230,     ,   48
  260,20210331,   17,  208,     ,   43
  260,20210331,   18,  188,  142,   46
  260,20210331,   19,  143,     ,   70
  260,20210331,   20,  121,     ,   71
  260,20210331,   21,  127,     ,   79
  260,20210331,   22,  125,     ,   77
  260,20210331,   23,  113,     ,   79
  260,20210331,   24,  113,   83,   81
  260,20210401,    1,  112,     ,   76
  260,20210401,    2,  132,     ,   67
  260,20210401,    3,   98,     ,   66
  260,20210401,    4,   82,     ,   66
  260,20210401,    5,   83,     ,   63
  260,20210401,    6,  106,   37,   64
  260,20210401,    7,  109,     ,   72
  260,20210401,    8,  110,     ,   68
  260,20210401,    9,  115,     ,   68
  260,20210401,   10,  124,     ,   56
  260,20210401,   11,  122,     ,   62
  260,20210401,   12,  125,   86,   61
  260,20210401,   13,  120,     ,   56
  260,20210401,   14,  121,     ,   44
  260,20210401,   15,  112,     ,   42
  260,20210401,   16,  112,     ,   39
  260,20210401,   17,  100,     ,   34
  260,20210401,   18,   86,   75,   35
  260,20210401,   19,   74,     ,   37
  260,20210401,   20,   70,     ,   35
  260,20210401,   21,   60,     ,   29
  260,20210401,   22,   51,     ,   24
  260,20210401,   23,   46,     ,   24
  260,20210401,   24,   42,   12,   26
  260,20210402,    1,   39,     ,   20
  260,20210402,    2,   27,     ,   16
  260,20210402,    3,   18,     ,   11
  260,20210402,    4,    5,     ,    3
  260,20210402,    5,    5,     ,    1
  260,20210402,    6,   11,  -32,    8
  260,20210402,    7,   44,     ,   23
  260,20210402,    8,   60,     ,   11
  260,20210402,    9,   64,     ,   12
  260,20210402,   10,   66,     ,   12
  260,20210402,   11,   72,     ,   15
  260,20210402,   12,   70,  -20,   11
  260,20210402,   13,   72,     ,   16
  260,20210402,   14,   73,     ,   19
  260,20210402,   15,   75,     ,   16
  260,20210402,   16,   74,     ,    9
  260,20210402,   17,   73,     ,   19
  260,20210402,   18,   60,   58,   35
  260,20210402,   19,   64,     ,   36
  260,20210402,   20,   66,     ,   35
  260,20210402,   21,   56,     ,   27
  260,20210402,   22,   60,     ,   34
  260,20210402,   23,   59,     ,   24
  260,20210402,   24,   54,   41,   15
  260,20210403,    1,   56,     ,   13
  260,20210403,    2,   60,     ,   12
  260,20210403,    3,   63,     ,    6
  260,20210403,    4,   63,     ,   17
  260,20210403,    5,   60,     ,   20
  260,20210403,    6,   51,   37,   24
  260,20210403,    7,   63,     ,   24
  260,20210403,    8,   72,     ,   22
  260,20210403,    9,   83,     ,   21
  260,20210403,   10,   86,     ,   22
  260,20210403,   11,   90,     ,   20
  260,20210403,   12,  100,   39,   32
  260,20210403,   13,   97,     ,   15
  260,20210403,   14,  100,     ,   16
  260,20210403,   15,   90,     ,   11
  260,20210403,   16,   84,     ,   10
  260,20210403,   17,   73,     ,    4
  260,20210403,   18,   70,   65,    8
  260,20210403,   19,   64,     ,   -3
  260,20210403,   20,   63,     ,   -1
  260,20210403,   21,   62,     ,    5
  260,20210403,   22,   62,     ,    8
  260,20210403,   23,   62,     ,   10
  260,20210403,   24,   61,   56,   11
  260,20210404,    1,   60,     ,   13
  260,20210404,    2,   58,     ,   11
  260,20210404,    3,   57,     ,   12
  260,20210404,    4,   56,     ,   14
  260,20210404,    5,   54,     ,   15
  260,20210404,    6,   54,   49,   14
  260,20210404,    7,   55,     ,   13
  260,20210404,    8,   54,     ,   20
  260,20210404,    9,   60,     ,   10
  260,20210404,   10,   64,     ,   11
  260,20210404,   11,   68,     ,   15
  260,20210404,   12,   75,   50,   15
  260,20210404,   13,   78,     ,   18
  260,20210404,   14,   82,     ,   23
  260,20210404,   15,   91,     ,   26
  260,20210404,   16,   90,     ,   22
  260,20210404,   17,   78,     ,   20
  260,20210404,   18,   66,   58,   18
  260,20210404,   19,   57,     ,   20
  260,20210404,   20,   53,     ,   20
  260,20210404,   21,   49,     ,   20
  260,20210404,   22,   51,     ,   23
  260,20210404,   23,   55,     ,   27
  260,20210404,   24,   56,   38,   33
  260,20210405,    1,   55,     ,   37
  260,20210405,    2,   62,     ,   46
  260,20210405,    3,   82,     ,   39
  260,20210405,    4,   84,     ,   41
  260,20210405,    5,   85,     ,   43
  260,20210405,    6,   50,   47,   27
  260,20210405,    7,   36,     ,    9
  260,20210405,    8,   34,     ,   -3
  260,20210405,    9,   34,     ,  -13
  260,20210405,   10,   40,     ,  -38
  260,20210405,   11,   43,     ,  -59
  260,20210405,   12,   36,   22,  -39
  260,20210405,   13,   38,     ,  -21
  260,20210405,   14,   39,     ,  -27
  260,20210405,   15,   42,     ,  -47
  260,20210405,   16,   20,     ,  -21
  260,20210405,   17,   32,     ,  -20
  260,20210405,   18,   35,   12,  -34
  260,20210405,   19,   17,     ,  -12
  260,20210405,   20,   28,     ,    4
  260,20210405,   21,   31,     ,    6
  260,20210405,   22,   33,     ,    6
  260,20210405,   23,   34,     ,  -10
  260,20210405,   24,   29,    9,   -4
  260,20210406,    1,   33,     ,   -8
  260,20210406,    2,   25,     ,  -15
  260,20210406,    3,   12,     ,   -7
  260,20210406,    4,   16,     ,  -11
  260,20210406,    5,   15,     ,  -15
  260,20210406,    6,    8,    2,   -4
  260,20210406,    7,   22,     ,   -8
  260,20210406,    8,   16,     ,   -6
  260,20210406,    9,   37,     ,  -22
  260,20210406,   10,   27,     ,  -14
  260,20210406,   11,   50,     ,  -10
  260,20210406,   12,   46,    5,  -13
  260,20210406,   13,   41,     ,  -25
  260,20210406,   14,   48,     ,  -28
  260,20210406,   15,   44,     ,  -16
  260,20210406,   16,   41,     ,  -14
  260,20210406,   17,   19,     ,   -3
  260,20210406,   18,   17,    8,  -20
  260,20210406,   19,   11,     ,  -14
  260,20210406,   20,   19,     ,  -22
  260,20210406,   21,   15,     ,  -27
  260,20210406,   22,   16,     ,  -21
  260,20210406,   23,    6,     ,  -15
  260,20210406,   24,   10,   -3,   -5
  260,20210407,    1,   10,     ,   -4
  260,20210407,    2,    7,     ,   -1
  260,20210407,    3,   12,     ,    1
  260,20210407,    4,    8,     ,   -1
  260,20210407,    5,    5,     ,    1
  260,20210407,    6,   27,    2,   22
  260,20210407,    7,   46,     ,   27
  260,20210407,    8,   57,     ,   29
  260,20210407,    9,   61,     ,   24
  260,20210407,   10,   60,     ,   16
  260,20210407,   11,   63,     ,   14
  260,20210407,   12,   64,   18,    0
  260,20210407,   13,   47,     ,   10
  260,20210407,   14,   61,     ,   -7
  260,20210407,   15,   35,     ,   -4
  260,20210407,   16,   54,     ,    3
  260,20210407,   17,   33,     ,    3
  260,20210407,   18,   22,   22,    3
  260,20210407,   19,   24,     ,    1
  260,20210407,   20,   24,     ,   -2
  260,20210407,   21,   21,     ,   -2
  260,20210407,   22,   23,     ,  -10
  260,20210407,   23,   19,     ,   -4
  260,20210407,   24,   25,   -5,  -10
  260,20210408,    1,   23,     ,  -10
  260,20210408,    2,   23,     ,   -4
  260,20210408,    3,   23,     ,   -3
  260,20210408,    4,   24,     ,   -8
  260,20210408,    5,   12,     ,   -8
  260,20210408,    6,   28,  -19,  -17
  260,20210408,    7,   38,     ,  -26
  260,20210408,    8,   56,     ,  -22
  260,20210408,    9,   59,     ,  -21
  260,20210408,   10,   60,     ,  -30
  260,20210408,   11,   68,     ,  -26
  260,20210408,   12,   72,   10,  -12
  260,20210408,   13,   80,     ,  -11
  260,20210408,   14,   85,     ,  -12
  260,20210408,   15,   88,     ,  -11
  260,20210408,   16,   83,     ,  -15
  260,20210408,   17,   86,     ,   -9
  260,20210408,   18,   80,   68,   -8
  260,20210408,   19,   67,     ,   -2
  260,20210408,   20,   61,     ,   -3
  260,20210408,   21,   54,     ,   -8
  260,20210408,   22,   49,     ,   -5
  260,20210408,   23,   45,     ,   -3
  260,20210408,   24,   45,   27,   -1
  260,20210409,    1,   49,     ,   -9
  260,20210409,    2,   49,     ,   -4
  260,20210409,    3,   51,     ,   -3
  260,20210409,    4,   51,     ,    1
  260,20210409,    5,   51,     ,    4
  260,20210409,    6,   52,   31,    9
  260,20210409,    7,   62,     ,   22
  260,20210409,    8,   73,     ,   31
  260,20210409,    9,   88,     ,   42
  260,20210409,   10,   95,     ,   44
  260,20210409,   11,  109,     ,   46
  260,20210409,   12,  101,   47,   38
  260,20210409,   13,  107,     ,   34
  260,20210409,   14,  119,     ,   31
  260,20210409,   15,  116,     ,   21
  260,20210409,   16,  117,     ,   17
  260,20210409,   17,  110,     ,   47
  260,20210409,   18,   89,   79,   48
  260,20210409,   19,   83,     ,   44
  260,20210409,   20,   76,     ,   41
  260,20210409,   21,   63,     ,   43
  260,20210409,   22,   58,     ,   39
  260,20210409,   23,   56,     ,   35
  260,20210409,   24,   51,   44,   34
  260,20210410,    1,   50,     ,   32
  260,20210410,    2,   52,     ,   32
  260,20210410,    3,   52,     ,   29
  260,20210410,    4,   51,     ,   31
  260,20210410,    5,   50,     ,   29
  260,20210410,    6,   50,   39,   29
  260,20210410,    7,   55,     ,   27
  260,20210410,    8,   66,     ,   28
  260,20210410,    9,   74,     ,   27
  260,20210410,   10,   76,     ,   25
  260,20210410,   11,   70,     ,   33
  260,20210410,   12,   71,   47,   32
  260,20210410,   13,   67,     ,   36
  260,20210410,   14,   61,     ,   37
  260,20210410,   15,   56,     ,   40
  260,20210410,   16,   51,     ,   37
  260,20210410,   17,   44,     ,   33
  260,20210410,   18,   40,   38,   27
  260,20210410,   19,   35,     ,   23
  260,20210410,   20,   33,     ,   21
  260,20210410,   21,   27,     ,   18
  260,20210410,   22,   24,     ,   16
  260,20210410,   23,   22,     ,   14
  260,20210410,   24,   24,   21,   16
  260,20210411,    1,   28,     ,   20
  260,20210411,    2,   30,     ,   22
  260,20210411,    3,   30,     ,   21
  260,20210411,    4,   31,     ,   21
  260,20210411,    5,   34,     ,   21
  260,20210411,    6,   36,   23,   21
  260,20210411,    7,   38,     ,   20
  260,20210411,    8,   41,     ,   14
  260,20210411,    9,   50,     ,   17
  260,20210411,   10,   57,     ,   12
  260,20210411,   11,   59,     ,   12
  260,20210411,   12,   68,   34,    6
  260,20210411,   13,   67,     ,   -7
  260,20210411,   14,   71,     ,    3
  260,20210411,   15,   70,     ,    2
  260,20210411,   16,   71,     ,  -13
  260,20210411,   17,   62,     ,  -16
  260,20210411,   18,   56,   42,  -16
  260,20210411,   19,   41,     ,   -5
  260,20210411,   20,   31,     ,   -4
  260,20210411,   21,   20,     ,   -4
  260,20210411,   22,   17,     ,    0
  260,20210411,   23,    0,     ,   -8
  260,20210411,   24,    5,  -44,   -5
  260,20210412,    1,   -2,     ,  -10
  260,20210412,    2,   -4,     ,  -10
  260,20210412,    3,   10,     ,   -6
  260,20210412,    4,   14,     ,   -4
  260,20210412,    5,   -3,     ,  -11
  260,20210412,    6,   19,  -45,   -3
  260,20210412,    7,   21,     ,   -4
  260,20210412,    8,   35,     ,    7
  260,20210412,    9,   26,     ,    5
  260,20210412,   10,   37,     ,   25
  260,20210412,   11,   60,     ,   15
  260,20210412,   12,   62,    0,    2
  260,20210412,   13,   68,     ,  -19
  260,20210412,   14,   79,     ,   -3
  260,20210412,   15,   77,     ,  -14
  260,20210412,   16,   50,     ,    1
  260,20210412,   17,   61,     ,   -8
  260,20210412,   18,   56,   44,  -27
  260,20210412,   19,   45,     ,  -20
  260,20210412,   20,   34,     ,   -2
  260,20210412,   21,   23,     ,   -1
  260,20210412,   22,   23,     ,    3
  260,20210412,   23,   19,     ,    0
  260,20210412,   24,   23,  -23,    1
  260,20210413,    1,   13,     ,   -1
  260,20210413,    2,    4,     ,   -6
  260,20210413,    3,  -15,     ,  -19
  260,20210413,    4,  -21,     ,  -24
  260,20210413,    5,  -22,     ,  -27
  260,20210413,    6,    8,  -60,  -14
  260,20210413,    7,   48,     ,    3
  260,20210413,    8,   67,     ,    5
  260,20210413,    9,   76,     ,   -3
  260,20210413,   10,   82,     ,   -9
  260,20210413,   11,   86,     ,  -28
  260,20210413,   12,   84,  -17,  -28
  260,20210413,   13,   89,     ,  -26
  260,20210413,   14,   87,     ,  -29
  260,20210413,   15,   85,     ,  -34
  260,20210413,   16,   83,     ,  -38
  260,20210413,   17,   88,     ,  -36
  260,20210413,   18,   77,   60,  -42
  260,20210413,   19,   53,     ,  -28
  260,20210413,   20,   22,     ,  -18
  260,20210413,   21,    4,     ,   -7
  260,20210413,   22,    5,     ,  -14
  260,20210413,   23,   -2,     ,  -12
  260,20210413,   24,   -3,  -36,  -11
  260,20210414,    1,   -5,     ,  -12
  260,20210414,    2,    2,     ,   -8
  260,20210414,    3,    3,     ,   -6
  260,20210414,    4,    3,     ,   -7
  260,20210414,    5,    8,     ,   -9
  260,20210414,    6,   13,  -34,   -4
  260,20210414,    7,   30,     ,    5
  260,20210414,    8,   39,     ,   14
  260,20210414,    9,   55,     ,   18
  260,20210414,   10,   59,     ,    6
  260,20210414,   11,   79,     ,    8
  260,20210414,   12,   82,    2,  -36
  260,20210414,   13,   92,     ,   -9
  260,20210414,   14,   89,     ,  -14
  260,20210414,   15,   77,     ,  -25
  260,20210414,   16,   83,     ,  -21
  260,20210414,   17,   74,     ,    4
  260,20210414,   18,   65,   53,   -5
  260,20210414,   19,   55,     ,    1
  260,20210414,   20,   48,     ,    4
  260,20210414,   21,   42,     ,    4
  260,20210414,   22,   36,     ,    2
  260,20210414,   23,   12,     ,   -1
  260,20210414,   24,   33,  -11,    6
  260,20210415,    1,   21,     ,   16
  260,20210415,    2,   14,     ,   10
  260,20210415,    3,   11,     ,    5
  260,20210415,    4,   10,     ,    7
  260,20210415,    5,    8,     ,    3
  260,20210415,    6,   19,  -18,   16
  260,20210415,    7,   49,     ,   16
  260,20210415,    8,   51,     ,   16
  260,20210415,    9,   59,     ,   16
  260,20210415,   10,   68,     ,   13
  260,20210415,   11,   76,     ,    5
  260,20210415,   12,   80,    6,   -5
  260,20210415,   13,   77,     ,   -4
  260,20210415,   14,   95,     ,  -16
  260,20210415,   15,   86,     ,  -22
  260,20210415,   16,   85,     ,   -4
  260,20210415,   17,   83,     ,  -13
  260,20210415,   18,   81,   68,   -3
  260,20210415,   19,   71,     ,   -7
  260,20210415,   20,   62,     ,   -2
  260,20210415,   21,   55,     ,  -21
  260,20210415,   22,   43,     ,  -27
  260,20210415,   23,   36,     ,  -23
  260,20210415,   24,   27,    1,  -19
  260,20210416,    1,   21,     ,  -18
  260,20210416,    2,   -5,     ,  -20
  260,20210416,    3,  -13,     ,  -21
  260,20210416,    4,  -17,     ,  -26
  260,20210416,    5,  -15,     ,  -23
  260,20210416,    6,    1,  -48,   -3
  260,20210416,    7,   58,     ,    2
  260,20210416,    8,   77,     ,    2
  260,20210416,    9,   88,     ,    2
  260,20210416,   10,  101,     ,   -5
  260,20210416,   11,  102,     ,  -11
  260,20210416,   12,  110,  -18,   -8
  260,20210416,   13,  116,     ,    0
  260,20210416,   14,  108,     ,   -8
  260,20210416,   15,  113,     ,   -5
  260,20210416,   16,  113,     ,   -1
  260,20210416,   17,  105,     ,   13
  260,20210416,   18,   97,   86,   18
  260,20210416,   19,   86,     ,   17
  260,20210416,   20,   78,     ,    5
  260,20210416,   21,   69,     ,    2
  260,20210416,   22,   59,     ,    2
  260,20210416,   23,   53,     ,    5
  260,20210416,   24,   46,   29,    7
  260,20210417,    1,   39,     ,    3
  260,20210417,    2,   28,     ,    0
  260,20210417,    3,   21,     ,    2
  260,20210417,    4,    9,     ,    0
  260,20210417,    5,    1,     ,   -5
  260,20210417,    6,   33,  -29,   20
  260,20210417,    7,   63,     ,   20
  260,20210417,    8,   88,     ,   19
  260,20210417,    9,   96,     ,   10
  260,20210417,   10,  109,     ,    8
  260,20210417,   11,  112,     ,   -1
  260,20210417,   12,  117,   21,   10
  260,20210417,   13,  110,     ,   10
  260,20210417,   14,  114,     ,   14
  260,20210417,   15,  113,     ,   10
  260,20210417,   16,  112,     ,    9
  260,20210417,   17,  102,     ,    6
  260,20210417,   18,   92,   81,   13
  260,20210417,   19,   80,     ,   11
  260,20210417,   20,   70,     ,   24
  260,20210417,   21,   59,     ,   33
  260,20210417,   22,   51,     ,   36
  260,20210417,   23,   46,     ,   28
  260,20210417,   24,   43,   20,   27
  260,20210418,    1,   33,     ,   23
  260,20210418,    2,   16,     ,   12
  260,20210418,    3,    4,     ,    3
  260,20210418,    4,    1,     ,    1
  260,20210418,    5,   13,     ,   10
  260,20210418,    6,   39,  -29,   36
  260,20210418,    7,   50,     ,   48
  260,20210418,    8,   55,     ,   50
  260,20210418,    9,   81,     ,   52
  260,20210418,   10,  104,     ,   45
  260,20210418,   11,  122,     ,   42
  260,20210418,   12,  132,   41,   34
  260,20210418,   13,  142,     ,   33
  260,20210418,   14,  152,     ,   32
  260,20210418,   15,  151,     ,   31
  260,20210418,   16,  149,     ,   35
  260,20210418,   17,  144,     ,   53
  260,20210418,   18,  130,  119,   57
  260,20210418,   19,  110,     ,   54
  260,20210418,   20,   88,     ,   50
  260,20210418,   21,   83,     ,   50
  260,20210418,   22,   82,     ,   43
  260,20210418,   23,   73,     ,   43
  260,20210418,   24,   64,   44,   44
  260,20210419,    1,   63,     ,   50
